,id,text,number_of_retweets,number_of_favorites,date,user_id,user_screen_name
187,1512902545441701893,"@cinemassacre Damn what a cutie. Happy Birthday, Yeti!",0,0,2022-04-09 21:17:29+00:00,280146985,Heisenbear153
188,1512902544934285318,@Ranm12s Happy birthday! 🎂 🎉,0,0,2022-04-09 21:17:29+00:00,252281656,crazyafgandudes
189,1512902544795832320,@TUmer03 @SaleemudDinAA Happy Birthday Uncle @SaleemudDinAA,0,0,2022-04-09 21:17:29+00:00,1380476756709232643,tanees_ahmad
190,1512902544783196160,"This beach is 100% my happy place, anytime i’m feeling a wee bit down a walk at the beach to clear my mind alwayss helps🤍😌",0,0,2022-04-09 21:17:29+00:00,1348218628781518850,chlolouise35
191,1512902544703557643,"Sorry, I wasn't active today. I'm just sad. I hope you're okay. Please, keep supporting them. They will need us as much as we need them. Dry your eyes and smile, for MJ, that's what he likes the most, making people happy 💜

#진진 || #엠제이 || #ASTRO || #아스트로 || @offclASTRO https://t.co/HQ8eyGUR3I",0,0,2022-04-09 21:17:29+00:00,1448632107119505413,H0URLYJINJIN
192,1512902543923453956,@sjlloovee Happy birthday baby❤️❤️❤️,0,0,2022-04-09 21:17:29+00:00,1268819809405489153,ryu4i
193,1512902543495548929,"happy birthday to one of my karibal kay sjy 🙄 i love you and i will be forever grateful to have you 🤍 !! tysm for being my ibf for half a year already &amp; counting. yk i gotchu always. i rlly rlly hope to see nd bond w u soon. pakiss ako pls 😗 @Smjy_02
https://t.co/gL1Wj7ZS0P",0,0,2022-04-09 21:17:29+00:00,1430255621526462466,tabayoyonggg
194,1512902542778413066,"Happy 56th birthday Daddy Barok! Barek na! We miss you so much! ❤️ @ Fort Mill, South Carolina https://t.co/aSxhtaHZTc",0,0,2022-04-09 21:17:29+00:00,73412560,AMOREMOE
195,1512902540626702337,@tonisoleil Hey happy good morning to you too now my nice and sweet girl friend and honey love and baby love and my wife love you so much 💗 💖 8,0,1,2022-04-09 21:17:28+00:00,1359649919712325637,203_5139
196,1512902540207218691,@w_ext I love it @Byron_ac @AnsquerJosse @mirandayokota @NDBee_ @happy_maria_ @CryptoShegs @tize_uroa @saghikardokh @ivo90_ @kdawelbait @Aadeeez1 @Skunk_Tech @Its_Ryyso @Cryptotyrion @0GCalabrese @mynft_FYI @trioptych,0,0,2022-04-09 21:17:28+00:00,1504177083089571849,Rutha19719734
197,1512902539993354245,@tofu_eggs HAPPY BIRTHDAY,0,0,2022-04-09 21:17:28+00:00,1496406132906237952,demonbellez44
198,1512902539976450048,"@RebaseAPY It's a very wonderful project !!!! I feel avant-garde and sharpened sensibility!!!! I'm so happy if you give me this one i'm very very thankyou 
@Majid29417958
@Niya1391
@venoos72",0,0,2022-04-09 21:17:28+00:00,1432296979443290112,weny445
199,1512902539897106434,Very happy that the #AustralianGP is back but definitely not happy that my alarm is set for 6am to watch it 😅,0,0,2022-04-09 21:17:28+00:00,28966652,Vikki_Howarth
200,1512902539888394243,So happy to see others excited for him!! 🖖 https://t.co/fDX9b9LBLR,0,0,2022-04-09 21:17:28+00:00,881629743598125056,ClarissaMetall
201,1512902539746095104,"Woaaah, happy Anniversary kaliaan @SMASHindonesia 💙 @dickymprasetyo
@bismakarisma @MrIlhm @mrezanugrah @Rangga_Moela @im_rafaeltan
#12EMEMBERSMASH https://t.co/vBAvZfoEyJ",0,0,2022-04-09 21:17:28+00:00,1315480567,PutyArti12
202,1512902539393519616,"@qikipedia They're probably happy that COVID-19 is ""just"" a respiratory virus then, not an electronic one.",0,0,2022-04-09 21:17:28+00:00,25904767,b1gpat
203,1512902538953166853,@LoneChildMJB @ntkdshn Happy birthday🎂 bro,0,0,2022-04-09 21:17:28+00:00,1427624594417098754,Felix6Mbabazi
204,1512902538122743814,"@ezay_stewart I'm so happy, received 1400$ drop! @SeanCulloden @sarahabdeen94 @SpontiTudor @markusmgray @borase_sourabh @_tarungudipalli @_elsieandfred @letsdoit1993 @fullastaurset @wakeupic @nicXu_ctomorrow @Tyfire @londielinda @razvava2 @tznuttz @SortStack @Nadeem167894",0,0,2022-04-09 21:17:28+00:00,1511965238224072709,LisaSmi91567664
205,1512902538063978496,@hissmemore Happy birthday Rita!!! Wishing you all the best 🥳🎂🎈,0,0,2022-04-09 21:17:28+00:00,1259178250191978497,swiftwrobbie
206,1512902536881225731,@naglaa_yahia44 Happy birthday habeb albi 💗💗💗,0,0,2022-04-09 21:17:27+00:00,1574134004,Haidy_Alli
207,1512902536788856835,@nwsalsaeed 💓happy birthday nunu ilysm💓,0,0,2022-04-09 21:17:27+00:00,1080925789569327104,sjalfailakawi
208,1512902536402853890,Happy Sunday JulieVer! 🥰♡ https://t.co/WC41Bna2si,0,0,2022-04-09 21:17:27+00:00,1411148297553649665,justbella01
209,1512902535635365888,@ntkdshn @LoneChildMJB Happy birthday,0,0,2022-04-09 21:17:27+00:00,1505840957513736195,JahPowersTheLo1
210,1512902535467704323,HAPPY BIRTHAY TOMMY,0,0,2022-04-09 21:17:27+00:00,1489968882316156930,dreamcuak
211,1512902533836066824,~i~ am happy with my improvement even if i'm not at the level i wish i was https://t.co/vecMSSRAHx,0,0,2022-04-09 21:17:27+00:00,985689802078072832,_annawatermelon
212,1512902533399912461,And now I'm happy. I'm so easy,0,0,2022-04-09 21:17:26+00:00,345563209,NeroSiegfried
213,1512902531780911109,@LoneChildMJB Happy birthday LoneChild 😍,0,0,2022-04-09 21:17:26+00:00,1475729672336023553,Susan_Peace1
214,1512902531222888451,@ryangagliardi3 Cool little dude 😎 it looks good times I'm happy 4 u thanks 😎🆒😉👍💯,0,0,2022-04-09 21:17:26+00:00,1500510362419949570,Bernard55905446
215,1512902530002522115,"@TragicClarity SKSKKSKSKSKSK  MERCI MON AMOUR I LOAF U 💕💕💕

I AM SO HAPPY ALREADY I AM TOO EXCITED!!! 

PUSSY BOY — i mean our friend— He works on weekends but i think he might be able to join !!!! 💕💕💕 https://t.co/6QAKCogX6H",0,0,2022-04-09 21:17:26+00:00,1280349671597264896,Joshthevamp
216,1512902528307978248,@ZELDAZELDA_____ Happy Birthday,0,0,2022-04-09 21:17:25+00:00,843667055631093760,zookeeper125
217,1512902525913300992,"Happy Ram Navami 🌸

Jay Shree Ram 🙏 https://t.co/HyHq5c2xNt",0,0,2022-04-09 21:17:25+00:00,4344765673,snehal_suthar
218,1512902525300711427,@HipHopNumbers2 I'm happy for you man,0,0,2022-04-09 21:17:25+00:00,1343349346243391491,undilut_ed
219,1512902525216866308,silly nessa = happy nessa,0,0,2022-04-09 21:17:25+00:00,3976759635,_ortizv95
220,1512902524927369230,@NBA @SaddiqBey @DetroitPistons Happy Birthday Diq!,0,0,2022-04-09 21:17:24+00:00,330762604,CraigG_nice
221,1512902524201746433,Happy Birthday Gerard Way 🥺😍❤️ https://t.co/hDpf6BfKC7,0,0,2022-04-09 21:17:24+00:00,874865498,Vyfrommcr
222,1512902523291672585,@suleimanasambo Happy birthday big Man,0,0,2022-04-09 21:17:24+00:00,706938037427695616,kam_abbass
223,1512902521727045632,"the reason why he looks like that is because,he is a weeping demon,(Weeping demons are demons that have gone through difficult/depressing times in to bring the in the circle of despair and turn them into these depressed demons who are always crying and never aloud to be happy).",0,1,2022-04-09 21:17:24+00:00,1500614403015593988,Sarai75348090
224,1512902521618059274,@TUmarov Happy birthday! All the best wishes to you 😊,0,0,2022-04-09 21:17:24+00:00,179029507,aygeryma
225,1512902520955637761,"@offclASTRO sorry if i cried, heard the news you were going to wamill. I cried happily, because you were able to carry out military service. please take care of your health and don't forget to be happy happy virus (MJ)💜💜💜 https://t.co/w9WfKdrpWs",0,0,2022-04-09 21:17:24+00:00,1411612921109516291,loveechannn
226,1512902520900882433,"Latino parents please stop the stigma around mental health. Start having more conversations with your children and other family members. 

Just because people from Latin American countries have the reputation of being “happy” and “cheerful” doesn’t mean everything is a joke 🤷🏻‍♀️ https://t.co/UBVKjSLFEs",0,0,2022-04-09 21:17:24+00:00,1176146673132867584,f1witch_
227,1512902519810314240,Super happy seeing my Niggas doing well in life,0,0,2022-04-09 21:17:23+00:00,110158443,TheStruggle_
228,1512902519449698315,@khaltracy Happy birthday my baby,0,0,2022-04-09 21:17:23+00:00,1451643770810810373,monovieisaac
229,1512902518703280128,"@strategywoman Hi Yaroslava, I recently moved to North Carolina in the States. I’m happy to read your daily posts to know that you are OK. I’m happy your #warcoffee brings you comfort.",0,0,2022-04-09 21:17:23+00:00,18913962,ajgat
230,1512902518044565511,"@peterbreda2000 @_TraceyNo @GhostHungarian @freepearn @S3cr3tS1m0n @SparklyMincePie happy birthday, mate!",0,2,2022-04-09 21:17:23+00:00,879086245066006528,almostconverge
231,1512902516916297737,@akliselimp @SALIHBAYRAK7102 Happy birthday,0,0,2022-04-09 21:17:23+00:00,1199818373984608258,isvec_krali
232,1512902516043706372,@tommyinnit happy birthday you old man &gt;:),0,0,2022-04-09 21:17:22+00:00,1243803000344203264,Frowzynisaussie
233,1512902514978529286,@yvesfromloona happy birthday! https://t.co/iQsbeA2pSv,0,0,2022-04-09 21:17:22+00:00,1067858907887017984,frijolesbian
234,1512902513212669953,@pedals121 Love this...better luck next time my dear little friend Albie..happy Saturday night. 🐢🤣💟💟💟,0,0,2022-04-09 21:17:22+00:00,765967999832555521,PaulAtk52540619
235,1512902509198725124,@Eman_Lionel Happy birthday Eman 🔥🤜🏻,0,0,2022-04-09 21:17:21+00:00,757289605104275456,iid3w
236,1512902509068623872,"[CW Monster Fucking, Noncon, Slight Blood]
The Dead Dove Yu-Gi-Oh! Problematic Zine (@deaddoveygozine) is released now, so I can post my finished piece!

We raised a $282.73 donation for a good CSA Prevention charity so I'm happy with my monster fucker, Yugi loving self &lt;3 https://t.co/usf8O1oOBf",0,0,2022-04-09 21:17:21+00:00,1419980675625611264,_prettyparty_
237,1512902508598992899,"@miriamrmusic_ - Bounas nouches. ""FELIS DOMINGU DE RAMOS"". Besos .... 🦁🦁🦁

- Buenas noches. ""FELIZ DOMINGO DE RAMOS"". Besis .... 🇪🇸🇪🇸🇪🇸

- Good evening.  ""HAPPY PALM SUNDAY"".  Kisses .... 🇪🇺🇺🇳🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇩🇰🇮🇹🇨🇵🇻🇦🇺🇲🇬🇮🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇲🇦🇱🇹🇨🇺🇵🇹🇮🇪🇲🇽🇻🇪🇷🇺🇨🇳 https://t.co/ympbgyeb0w",0,0,2022-04-09 21:17:21+00:00,342197984,juanteio
238,1512902508401856524,"oh this makes me so happy ☹️ usually the shade room is so nasty, it’s so good that people are giving them a chance and can see that dumb fuck was being extremely ignorant. https://t.co/6sG5LgAQjE",0,0,2022-04-09 21:17:21+00:00,1331141634256461825,SUGARYTAE
239,1512902508263485442,@imTulip happy birthday!!! Did not know you shared a birthday with the queen!!! 🎉🎉🎉🎈🎈🎈🎈🎈 hope it’s a great one!!,0,0,2022-04-09 21:17:20+00:00,102434992,whereitrains
240,1512902507516862471,i'm gonna die she's so cute and happy 😖 https://t.co/Wg2MToBQVd,0,0,2022-04-09 21:17:20+00:00,1143967240334848001,leighailey
241,1512902505839173635,@garrygcooper @juliabryce92 @colin_runcie @AberdeenFC Lovely happy picture in a long list of complaints. All the best to you and your team.,0,0,2022-04-09 21:17:20+00:00,2736965580,RayHepburn1
242,1512902505566453764,@officialclexa Haha does it? He does look very happy tbf 😂,0,0,2022-04-09 21:17:20+00:00,157301505,Druidess_Amelia
243,1512902505461559296,champions crashing makes me so happy if i make a character for it you already know im gonna like make a full blown ref sheet,0,3,2022-04-09 21:17:20+00:00,1325176630801653761,RAEHASRABIES
244,1512902504170029056,@calonjnazah_ happy birthday,0,0,2022-04-09 21:17:20+00:00,463542072,biitssss
245,1512902502475345920,@dataisoxygen @Govshina Happy birthday to him,0,0,2022-04-09 21:17:19+00:00,1490046478026477568,POPOOLAAYODEL12
246,1512902501879754756,@KatieHauschildt @HopkinsPCCM @HopkinsMedicine @VA_CCMR @UM_MICReW @UM_PCCM @iwashyna So happy for you!!!!!,0,0,2022-04-09 21:17:19+00:00,302200927,tammyeaton17
247,1512902501619875840,@_____jzi Happy birthday 🥳🎉,0,0,2022-04-09 21:17:19+00:00,1483778957665513474,Kirby_Ar
248,1512902501409951748,"I can't believe some Cristiano fans are laughing at Messi and his fans cz they're happy with the assists whereas their ""idol"" did NOTHING today but get injured - somehow - and harassed a kid + broke his phone 💀 https://t.co/yrwMRA7i66",0,0,2022-04-09 21:17:19+00:00,766663977522892800,njr_manal
249,1512902501258993679,cannot LIKE this - still happy @apple is in china? and supporting @tiktok? #iphonesMADEfrombloodofUghyars https://t.co/YKuqKvbxVg,0,0,2022-04-09 21:17:19+00:00,4734447872,Rosedragon108_
